	tissue	gene_id	gene_name	chr	start	end	num_var	TR_chr	TR_start	TR_end	TR_locus	eTR	lead_TR	lead_p_nominal	p_nominal	slope	slope_se	qval
552	Whole_Blood	ENSG00000101457.12	DNTTIP1	chr20	45791937	45811427	4	chr20	45738844	45739247	15244	True	True	1.2380e-10	1.2380e-10	2.4650e-01	3.7695e-02	3.0662e-07
553	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000189306.10	RRP7A	chr22	42509968	42519802	1	chr22	42546989	42547432	16467	True	True	4.7285e-11	4.7285e-11	4.5403e-01	6.4982e-02	3.2408e-07
554	Skin_Sun_Exposed_Lower_leg	ENSG00000176681.14	LRRC37A	chr17	46292733	46337794	1	chr17	46265245	46265480	10319	True	True	5.4232e-10	5.4232e-10	2.5212e-01	3.9941e-02	3.4109e-07
555	Stomach	ENSG00000270127.2	RP11-526I2.5	chr15	100547765	100550153	8	chr15	100554291	100558659	8773	True	True	2.6776e-11	2.6776e-11	3.7004e-01	5.3459e-02	3.5651e-07
556	Whole_Blood	ENSG00000211667.2	IGLV3-12	chr22	22771824	22772586	2	chr22	22761309	22761582	16257	True	True	3.0170e-10	3.0170e-10	2.4321e-01	3.8016e-02	3.6027e-07
557	Brain_Putamen_basal_ganglia	ENSG00000124116.18	WFDC3	chr20	45747944	45791932	4	chr20	45738844	45739247	15244	True	True	1.3719e-11	1.3719e-11	4.8995e-01	6.7458e-02	3.6068e-07
558	Heart_Atrial_Appendage	ENSG00000120071.13	KANSL1	chr17	46029916	46225389	1	chr17	46265245	46265480	10319	True	True	2.7050e-10	2.7050e-10	3.2275e-01	4.9677e-02	3.6849e-07
559	Muscle_Skeletal	ENSG00000249908.2	BRD9P2	chr5	767382	768930	11	chr5	774459	774835	20385	True	True	4.5046e-11	4.5046e-11	2.4869e-01	3.7143e-02	3.7450e-07
560	Brain_Frontal_Cortex_BA9	ENSG00000196151.10	WDSUB1	chr2	159235793	159286799	1	chr2	159237781	159237871	14024	True	True	6.6380e-11	6.6380e-11	4.7151e-01	6.7636e-02	4.5254e-07
561	Brain_Caudate_basal_ganglia	ENSG00000131591.17	C1orf159	chr1	1081818	1116361	19	chr1	1098986	1099902	29	True	True	3.5556e-12	3.5556e-12	-4.7677e-01	6.4110e-02	4.6009e-07
562	Esophagus_Gastroesophageal_Junction	ENSG00000120071.13	KANSL1	chr17	46029916	46225389	1	chr17	46265245	46265480	10319	True	True	2.8690e-10	2.8690e-10	3.4258e-01	5.2601e-02	4.7468e-07
563	Adipose_Visceral_Omentum	ENSG00000026297.15	RNASET2	chr6	166929504	166957184	5	chr6	166997607	166997910	23486	True	True	1.1514e-10	1.1514e-10	-2.9250e-01	4.4346e-02	4.8659e-07
564	Heart_Left_Ventricle	ENSG00000206077.10	ZDHHC11B	chr5	710360	766952	19	chr5	774459	774835	20385	True	True	1.1829e-11	1.1829e-11	3.4126e-01	4.8735e-02	4.9434e-07
565	Skin_Sun_Exposed_Lower_leg	ENSG00000184967.6	NOC4L	chr12	132144448	132152441	12	chr12	132148889	132150763	6237	True	True	6.7860e-11	6.7860e-11	-2.7093e-01	4.0714e-02	4.9710e-07
566	Esophagus_Mucosa	ENSG00000279267.1	RP11-395L14.18	chr2	113605867	113607908	6	chr2	113610060	113611275	13631	True	True	9.4902e-11	9.4902e-11	-2.8762e-01	4.3444e-02	5.0926e-07
567	Brain_Caudate_basal_ganglia	ENSG00000206077.10	ZDHHC11B	chr5	710360	766952	19	chr5	764827	765401	20384	True	True	5.3060e-12	5.3060e-12	4.8132e-01	6.5153e-02	5.1493e-07
568	Pituitary	ENSG00000222726.1	RNU2-7P	chr13	20612161	20612338	1	chr13	20550539	20550640	6323	True	True	1.7188e-10	1.7188e-10	-4.0180e-01	6.0120e-02	5.4246e-07
569	Pancreas	ENSG00000138744.14	NAAA	chr4	75913657	75940949	1	chr4	76027456	76027965	19295	True	True	3.7903e-10	3.7903e-10	3.5310e-01	5.4472e-02	5.4318e-07
570	Colon_Sigmoid	ENSG00000197888.2	UGT2B17	chr4	68537184	68568527	1	chr4	68596915	68597248	19224	True	True	3.2553e-10	3.2553e-10	3.4413e-01	5.2987e-02	5.4521e-07
571	Adipose_Subcutaneous	ENSG00000220804.8	LINC01881	chr2	242088633	242160153	7	chr2	242042908	242043213	14874	True	True	1.3097e-10	1.3097e-10	2.6380e-01	4.0296e-02	5.6246e-07
572	Heart_Left_Ventricle	ENSG00000279267.1	RP11-395L14.18	chr2	113605867	113607908	6	chr2	113610060	113611275	13631	True	True	5.1390e-11	5.1390e-11	-3.3063e-01	4.8866e-02	6.0283e-07
573	Whole_Blood	ENSG00000032742.17	IFT88	chr13	20567069	20691437	2	chr13	20550539	20550640	6323	True	True	5.3029e-10	5.3029e-10	-2.3814e-01	3.7776e-02	6.1140e-07
574	Artery_Tibial	ENSG00000224897.6	POT1-AS1	chr7	124929984	125179315	5	chr7	124961617	124961778	24914	True	True	1.8569e-10	1.8569e-10	-2.6169e-01	4.0320e-02	6.1298e-07
575	Muscle_Skeletal	ENSG00000115364.13	MRPL19	chr2	75646783	75690851	5	chr2	75712061	75712382	13351	True	True	1.7661e-10	1.7661e-10	2.3844e-01	3.6812e-02	6.3958e-07
576	Esophagus_Mucosa	ENSG00000146556.14	WASH2P	chr2	113588550	113599034	6	chr2	113610060	113611275	13631	True	True	1.2667e-10	1.2667e-10	2.8576e-01	4.3469e-02	6.5019e-07
577	Colon_Sigmoid	ENSG00000238286.1	SLC35E1P1	chr13	20607268	20608131	1	chr13	20550539	20550640	6323	True	True	4.4471e-10	4.4471e-10	-3.4421e-01	5.3412e-02	6.8752e-07
578	Brain_Cerebellum	ENSG00000214401.4	KANSL1-AS1	chr17	46193576	46196723	1	chr17	46265245	46265480	10319	True	True	2.0051e-10	2.0051e-10	4.2748e-01	6.3765e-02	6.9932e-07
579	Thyroid	ENSG00000228274.3	RP3-508I15.9	chr22	38667663	38681820	3	chr22	38644314	38644569	16425	True	True	4.3949e-10	4.3949e-10	-2.6600e-01	4.1833e-02	7.0422e-07
580	Whole_Blood	ENSG00000131042.14	LILRB2	chr19	54273821	54281184	9	chr19	54235731	54235981	12537	True	True	1.4841e-10	1.4841e-10	-2.4638e-01	3.7840e-02	7.2030e-07
581	Whole_Blood	ENSG00000272779.1	LL22NC03-80A10.6	chr22	22303224	22310401	2	chr22	22297963	22298171	16253	True	True	6.4659e-10	6.4659e-10	-2.3910e-01	3.8115e-02	7.2030e-07
582	Thyroid	ENSG00000213066.11	FGFR1OP	chr6	166999182	167052713	3	chr6	166997607	166997910	23486	True	True	4.6492e-10	4.6492e-10	2.5713e-01	4.0548e-02	7.2681e-07
583	Lung	ENSG00000032742.17	IFT88	chr13	20567069	20691437	2	chr13	20550539	20550640	6323	True	True	5.9160e-10	5.9160e-10	-2.7081e-01	4.2879e-02	7.6736e-07
584	Artery_Aorta	ENSG00000032742.17	IFT88	chr13	20567069	20691437	2	chr13	20550539	20550640	6323	True	True	2.9486e-10	2.9486e-10	-3.1638e-01	4.8857e-02	7.7229e-07
585	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000182362.13	YBEY	chr21	46286337	46297751	9	chr21	46381955	46384987	16180	True	True	1.3667e-10	1.3667e-10	-2.7848e-01	4.2487e-02	8.2545e-07
586	Artery_Aorta	ENSG00000146556.14	WASH2P	chr2	113588550	113599034	6	chr2	113610060	113611275	13631	True	True	1.1289e-10	1.1289e-10	3.2459e-01	4.8909e-02	8.3162e-07
587	Brain_Cerebellar_Hemisphere	ENSG00000206077.10	ZDHHC11B	chr5	710360	766952	19	chr5	764827	765401	20384	True	True	6.3497e-12	6.3497e-12	5.0215e-01	6.7735e-02	8.3177e-07
588	Heart_Atrial_Appendage	ENSG00000164393.8	ADGRF2	chr6	47656436	47697797	3	chr6	47589379	47589579	22453	True	True	2.3626e-10	2.3626e-10	-3.2209e-01	4.9418e-02	8.4488e-07
589	Heart_Atrial_Appendage	ENSG00000249908.2	BRD9P2	chr5	767382	768930	11	chr5	764827	765401	20384	True	True	6.2456e-11	6.2456e-11	3.3657e-01	4.9908e-02	8.4488e-07
590	Whole_Blood	ENSG00000279267.1	RP11-395L14.18	chr2	113605867	113607908	6	chr2	113610060	113611275	13631	True	True	2.7519e-10	2.7519e-10	-2.4266e-01	3.7848e-02	8.6262e-07
591	Nerve_Tibial	ENSG00000267056.2	AC005336.4	chr19	15910582	15911824	11	chr19	15931524	15934079	12035	True	True	1.1693e-10	1.1693e-10	2.8268e-01	4.2940e-02	8.8029e-07
592	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000172250.14	SERHL	chr22	42500590	42509110	1	chr22	42546989	42547432	16467	True	True	1.3619e-09	1.3619e-09	2.6727e-01	4.3268e-02	8.8534e-07
593	Skin_Sun_Exposed_Lower_leg	ENSG00000166669.13	ATF7IP2	chr16	10326434	10483638	4	chr16	10383634	10383727	9022	True	True	3.8185e-10	3.8185e-10	-2.5344e-01	3.9791e-02	9.0575e-07
594	Pituitary	ENSG00000249908.2	BRD9P2	chr5	767382	768930	11	chr5	764827	765401	20384	True	True	3.0040e-11	3.0040e-11	4.1843e-01	5.9888e-02	9.1252e-07
595	Brain_Cortex	ENSG00000229178.1	AC069513.4	chr3	195655565	195657927	4	chr3	195717039	195717263	18365	True	True	5.5862e-11	5.5862e-11	4.4113e-01	6.3618e-02	9.1949e-07
596	Heart_Atrial_Appendage	ENSG00000259205.2	PRKXP1	chr15	100553529	100558954	9	chr15	100554291	100558659	8773	True	True	9.5273e-11	9.5273e-11	3.3002e-01	4.9478e-02	9.6197e-07
597	Brain_Cortex	ENSG00000271662.1	RP11-141C7.3	chr3	195650146	195651472	5	chr3	195717039	195717263	18365	True	True	6.0657e-11	6.0657e-11	4.4039e-01	6.3644e-02	1.0161e-06
598	Brain_Cortex	ENSG00000168903.8	BTNL3	chr5	180988845	181006727	10	chr5	180986484	180986608	21968	True	True	3.4570e-11	3.4570e-11	-4.4244e-01	6.3098e-02	1.0161e-06
599	Liver	ENSG00000189306.10	RRP7A	chr22	42509968	42519802	1	chr22	42546989	42547432	16467	True	True	1.7323e-10	1.7323e-10	4.3275e-01	6.4230e-02	1.0586e-06
600	Lung	ENSG00000207650.1	MIR570	chr3	195699401	195699497	4	chr3	195717039	195717263	18365	True	True	4.2453e-10	4.2453e-10	2.7300e-01	4.2852e-02	1.0689e-06
601	Nerve_Tibial	ENSG00000167311.13	ART5	chr11	3638503	3642316	5	chr11	3653751	3654824	3768	True	True	3.2280e-10	3.2280e-10	-2.7170e-01	4.2367e-02	1.0701e-06
602	Artery_Tibial	ENSG00000115364.13	MRPL19	chr2	75646783	75690851	5	chr2	75712061	75712382	13351	True	True	3.3824e-10	3.3824e-10	2.5736e-01	4.0263e-02	1.0793e-06
603	Thyroid	ENSG00000054523.17	KIF1B	chr1	10210805	10381603	4	chr1	10274672	10274845	270	True	True	5.3784e-10	5.3784e-10	-2.5710e-01	4.0692e-02	1.0944e-06
604	Esophagus_Gastroesophageal_Junction	ENSG00000270127.2	RP11-526I2.5	chr15	100547765	100550153	8	chr15	100554291	100558659	8773	True	True	9.5432e-11	9.5432e-11	3.4961e-01	5.2211e-02	1.1660e-06
605	Skin_Sun_Exposed_Lower_leg	ENSG00000229178.1	AC069513.4	chr3	195655565	195657927	4	chr3	195694561	195694966	18362	True	True	5.1684e-10	5.1684e-10	2.5118e-01	3.9749e-02	1.1919e-06
606	Pituitary	ENSG00000214401.4	KANSL1-AS1	chr17	46193576	46196723	1	chr17	46265245	46265480	10319	True	True	5.1802e-10	5.1802e-10	3.9428e-01	6.0729e-02	1.1993e-06
607	Pituitary	ENSG00000238286.1	SLC35E1P1	chr13	20607268	20608131	1	chr13	20550539	20550640	6323	True	True	5.4288e-10	5.4288e-10	-3.9150e-01	6.0413e-02	1.1993e-06
608	Pancreas	ENSG00000197915.5	HRNR	chr1	152212082	152224193	3	chr1	152213243	152221044	1143	True	True	3.0551e-10	3.0551e-10	3.5264e-01	5.4116e-02	1.2196e-06
609	Brain_Frontal_Cortex_BA9	ENSG00000189306.10	RRP7A	chr22	42509968	42519802	1	chr22	42546989	42547432	16467	True	True	2.4299e-10	2.4299e-10	4.7010e-01	6.9559e-02	1.2424e-06
610	Testis	ENSG00000229912.1	AC128709.4	chr3	197450327	197456654	11	chr3	197454933	197455208	18415	True	True	1.2756e-10	1.2756e-10	3.5742e-01	5.3654e-02	1.2571e-06
611	Artery_Tibial	ENSG00000167914.11	GSDMA	chr17	39953263	39977766	2	chr17	39956231	39956296	10271	True	True	1.0345e-09	1.0345e-09	-2.5208e-01	4.0604e-02	1.2779e-06
612	Brain_Caudate_basal_ganglia	ENSG00000215837.7	SDHAP2	chr3	195658096	195685904	4	chr3	195717039	195717263	18365	True	True	7.8925e-11	7.8925e-11	4.4825e-01	6.5022e-02	1.2900e-06
613	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000204176.13	SYT15	chr10	46578217	46594173	1	chr10	46608408	46608545	2719	True	True	2.0778e-09	2.0778e-09	2.6258e-01	4.3023e-02	1.3098e-06
614	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000131591.17	C1orf159	chr1	1081818	1116361	19	chr1	1098986	1099902	29	True	True	1.3521e-11	1.3521e-11	-4.5672e-01	6.3544e-02	1.3205e-06
615	Colon_Sigmoid	ENSG00000262500.1	MAPK8IP1P1	chr17	46243606	46245044	1	chr17	46265245	46265480	10319	True	True	9.2846e-10	9.2846e-10	3.4027e-01	5.3843e-02	1.3329e-06
616	Liver	ENSG00000249472.1	RP11-1267H10.2	chr4	68614419	68615013	2	chr4	68596915	68597248	19224	True	True	1.5520e-10	1.5520e-10	4.2604e-01	6.3187e-02	1.4225e-06
617	Breast_Mammary_Tissue	ENSG00000229178.1	AC069513.4	chr3	195655565	195657927	4	chr3	195694561	195694966	18362	True	True	3.3009e-10	3.3009e-10	3.1088e-01	4.8190e-02	1.4739e-06
618	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000166669.13	ATF7IP2	chr16	10326434	10483638	4	chr16	10383634	10383727	9022	True	True	6.4292e-10	6.4292e-10	-2.6923e-01	4.2730e-02	1.5735e-06
619	Thyroid	ENSG00000138744.14	NAAA	chr4	75913657	75940949	1	chr4	76027456	76027965	19295	True	True	3.1676e-09	3.1676e-09	2.4588e-01	4.0851e-02	1.5738e-06
620	Heart_Left_Ventricle	ENSG00000184465.15	WDR27	chr6	169457212	169702048	16	chr6	169765857	169766056	23628	True	True	5.8346e-11	5.8346e-11	3.2644e-01	4.8425e-02	1.6426e-06
621	Stomach	ENSG00000259205.2	PRKXP1	chr15	100553529	100558954	9	chr15	100554291	100558659	8773	True	True	1.2026e-10	1.2026e-10	3.5844e-01	5.3720e-02	1.6628e-06
622	Heart_Left_Ventricle	ENSG00000129744.2	ART1	chr11	3645128	3664416	5	chr11	3653751	3654824	3768	True	True	2.1749e-10	2.1749e-10	-3.2064e-01	4.9110e-02	1.7395e-06
623	Artery_Aorta	ENSG00000115364.13	MRPL19	chr2	75646783	75690851	5	chr2	75712061	75712382	13351	True	True	3.0564e-10	3.0564e-10	3.1492e-01	4.8689e-02	1.7659e-06
624	Lung	ENSG00000228696.8	ARL17B	chr17	46274784	46361797	1	chr17	46265245	46265480	10319	True	True	2.9340e-09	2.9340e-09	2.6146e-01	4.3252e-02	1.7941e-06
625	Small_Intestine_Terminal_Ileum	ENSG00000189306.10	RRP7A	chr22	42509968	42519802	1	chr22	42546989	42547432	16467	True	True	1.9244e-10	1.9244e-10	4.6736e-01	6.8825e-02	1.8225e-06
626	Small_Intestine_Terminal_Ileum	ENSG00000168903.8	BTNL3	chr5	180988845	181006727	10	chr5	180986484	180986608	21968	True	True	2.5502e-11	2.5502e-11	4.8048e-01	6.7263e-02	1.8225e-06
627	Lung	ENSG00000184967.6	NOC4L	chr12	132144448	132152441	12	chr12	132148889	132150763	6237	True	True	2.5696e-10	2.5696e-10	-2.8512e-01	4.4118e-02	1.8331e-06
628	Adipose_Visceral_Omentum	ENSG00000124406.16	ATP8A1	chr4	42408373	42657105	4	chr4	42652819	42653116	19018	True	True	6.3213e-10	6.3213e-10	2.8192e-01	4.4637e-02	1.9727e-06
629	Adipose_Visceral_Omentum	ENSG00000228274.3	RP3-508I15.9	chr22	38667663	38681820	3	chr22	38644314	38644569	16425	True	True	8.2533e-10	8.2533e-10	-2.8577e-01	4.5530e-02	1.9727e-06
630	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000238286.1	SLC35E1P1	chr13	20607268	20608131	1	chr13	20550539	20550640	6323	True	True	3.3501e-09	3.3501e-09	-2.5828e-01	4.2905e-02	1.9912e-06
631	Nerve_Tibial	ENSG00000262500.1	MAPK8IP1P1	chr17	46243606	46245044	1	chr17	46265245	46265480	10319	True	True	3.1123e-09	3.1123e-09	2.5636e-01	4.2510e-02	2.0009e-06
632	Pancreas	ENSG00000215837.7	SDHAP2	chr3	195658096	195685904	4	chr3	195717039	195717263	18365	True	True	4.0335e-10	4.0335e-10	3.5203e-01	5.4403e-02	2.0038e-06
633	Artery_Tibial	ENSG00000220804.8	LINC01881	chr2	242088633	242160153	7	chr2	242084750	242085434	14876	True	True	4.8184e-10	4.8184e-10	2.6048e-01	4.1094e-02	2.0180e-06
634	Esophagus_Muscularis	ENSG00000124406.16	ATP8A1	chr4	42408373	42657105	4	chr4	42652819	42653116	19018	True	True	5.6548e-10	5.6548e-10	2.8387e-01	4.4805e-02	2.0187e-06
635	Esophagus_Muscularis	ENSG00000259205.2	PRKXP1	chr15	100553529	100558954	9	chr15	100554291	100558659	8773	True	True	2.6349e-10	2.6349e-10	2.9663e-01	4.5841e-02	2.0244e-06
636	Prostate	ENSG00000146556.14	WASH2P	chr2	113588550	113599034	6	chr2	113610060	113611275	13631	True	True	7.8741e-11	7.8741e-11	4.2122e-01	6.1568e-02	2.0582e-06
637	Spleen	ENSG00000188818.12	ZDHHC11	chr5	795606	850986	14	chr5	774459	774835	20385	True	True	5.7487e-11	5.7487e-11	4.2399e-01	6.1481e-02	2.0963e-06
638	Whole_Blood	ENSG00000280411.1	IGHV1-69D	chr14	106762092	106762588	6	chr14	106705656	106706543	8160	True	True	6.9534e-10	6.9534e-10	2.4158e-01	3.8569e-02	2.1136e-06
639	Testis	ENSG00000120071.13	KANSL1	chr17	46029916	46225389	1	chr17	46265245	46265480	10319	True	True	2.4438e-09	2.4438e-09	3.2855e-01	5.3471e-02	2.1231e-06
640	Muscle_Skeletal	ENSG00000131067.16	GGT7	chr20	34844720	34872860	4	chr20	34889289	34889543	15159	True	True	7.8770e-10	7.8770e-10	-2.2997e-01	3.6889e-02	2.1908e-06
641	Esophagus_Gastroesophageal_Junction	ENSG00000229178.1	AC069513.4	chr3	195655565	195657927	4	chr3	195717039	195717263	18365	True	True	3.9461e-10	3.9461e-10	3.3955e-01	5.2580e-02	2.2385e-06
642	Lung	ENSG00000272977.1	CTA-390C10.10	chr22	25476218	25479971	3	chr22	25456733	25456933	16274	True	True	1.3159e-09	1.3159e-09	2.6673e-01	4.3144e-02	2.2834e-06
643	Breast_Mammary_Tissue	ENSG00000254812.1	RP11-661A12.12	chr8	143632071	143633756	6	chr8	143628618	143629053	27006	True	True	3.6987e-10	3.6987e-10	3.1119e-01	4.8371e-02	2.2854e-06
644	Breast_Mammary_Tissue	ENSG00000100211.10	CBY1	chr22	38656640	38673854	3	chr22	38644314	38644569	16425	True	True	7.5426e-10	7.5426e-10	-3.1133e-01	4.9271e-02	2.2854e-06
645	Esophagus_Mucosa	ENSG00000262500.1	MAPK8IP1P1	chr17	46243606	46245044	1	chr17	46265245	46265480	10319	True	True	2.9041e-09	2.9041e-09	2.6568e-01	4.3912e-02	2.3809e-06
646	Adipose_Subcutaneous	ENSG00000249378.5	LINC01060	chr4	188400736	188681051	17	chr4	188444850	188449186	20251	True	True	2.5145e-10	2.5145e-10	2.7029e-01	4.1900e-02	2.5453e-06
647	Colon_Sigmoid	ENSG00000156219.16	ART3	chr4	76011184	76112802	2	chr4	76027456	76027965	19295	True	True	9.5829e-10	9.5829e-10	3.3741e-01	5.3466e-02	2.5680e-06
648	Esophagus_Gastroesophageal_Junction	ENSG00000143631.10	FLG	chr1	152302175	152325203	2	chr1	152213243	152221044	1143	True	True	9.8330e-10	9.8330e-10	-3.3072e-01	5.2510e-02	2.6030e-06
649	Lung	ENSG00000138744.14	NAAA	chr4	75913657	75940949	1	chr4	76027456	76027965	19295	True	True	4.7138e-09	4.7138e-09	2.5688e-01	4.3092e-02	2.6548e-06
650	Adipose_Subcutaneous	ENSG00000143631.10	FLG	chr1	152302175	152325203	2	chr1	152213243	152221044	1143	True	True	2.3134e-09	2.3134e-09	-2.4668e-01	4.0627e-02	2.6763e-06
651	Cells_EBV-transformed_lymphocytes	ENSG00000215837.7	SDHAP2	chr3	195658096	195685904	4	chr3	195694561	195694966	18362	True	True	3.6734e-11	3.6734e-11	5.1429e-01	7.1717e-02	2.7325e-06
652	Colon_Sigmoid	ENSG00000270127.2	RP11-526I2.5	chr15	100547765	100550153	8	chr15	100554291	100558659	8773	True	True	2.7223e-10	2.7223e-10	3.4869e-01	5.3404e-02	2.7357e-06
653	Brain_Cerebellar_Hemisphere	ENSG00000120071.13	KANSL1	chr17	46029916	46225389	1	chr17	46265245	46265480	10319	True	True	5.2996e-10	5.2996e-10	4.5468e-01	6.8921e-02	2.7403e-06
654	Muscle_Skeletal	ENSG00000167711.13	SERPINF2	chr17	1742836	1755268	4	chr17	1738796	1742108	9959	True	True	1.0415e-09	1.0415e-09	-2.3128e-01	3.7363e-02	2.7853e-06
655	Brain_Cortex	ENSG00000215837.7	SDHAP2	chr3	195658096	195685904	4	chr3	195694561	195694966	18362	True	True	2.8256e-10	2.8256e-10	4.2716e-01	6.4257e-02	2.9068e-06
656	Skin_Sun_Exposed_Lower_leg	ENSG00000272977.1	CTA-390C10.10	chr22	25476218	25479971	3	chr22	25456733	25456933	16274	True	True	1.7531e-09	1.7531e-09	2.4536e-01	4.0115e-02	2.9502e-06
657	Lung	ENSG00000228274.3	RP3-508I15.9	chr22	38667663	38681820	3	chr22	38644314	38644569	16425	True	True	1.7969e-09	1.7969e-09	-2.7096e-01	4.4167e-02	2.9583e-06
658	Esophagus_Mucosa	ENSG00000211974.3	IGHV2-70D	chr14	106723574	106724093	4	chr14	106705656	106706543	8160	True	True	9.4323e-10	9.4323e-10	2.7856e-01	4.4586e-02	2.9695e-06
659	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000229178.1	AC069513.4	chr3	195655565	195657927	4	chr3	195717039	195717263	18365	True	True	1.3374e-09	1.3374e-09	2.6610e-01	4.3066e-02	3.0913e-06
660	Brain_Cortex	ENSG00000131591.17	C1orf159	chr1	1081818	1116361	19	chr1	1098986	1099902	29	True	True	7.1339e-11	7.1339e-11	-4.3992e-01	6.3821e-02	3.0987e-06
661	Nerve_Tibial	ENSG00000270696.1	RP11-342K6.1	chr2	75660462	75662208	4	chr2	75712061	75712382	13351	True	True	1.2801e-09	1.2801e-09	-2.6069e-01	4.2175e-02	3.1951e-06
662	Adipose_Visceral_Omentum	ENSG00000124116.18	WFDC3	chr20	45747944	45791932	4	chr20	45738844	45739247	15244	True	True	1.0808e-09	1.0808e-09	2.7761e-01	4.4599e-02	3.2479e-06
663	Brain_Cerebellar_Hemisphere	ENSG00000189306.10	RRP7A	chr22	42509968	42519802	1	chr22	42546989	42547432	16467	True	True	8.0297e-10	8.0297e-10	4.5655e-01	6.9901e-02	3.3216e-06
664	Brain_Caudate_basal_ganglia	ENSG00000283426.1	RP11-141C7.2	chr3	195701618	195711643	4	chr3	195694561	195694966	18362	True	True	2.4389e-10	2.4389e-10	4.4080e-01	6.5816e-02	3.3219e-06
665	Pituitary	ENSG00000124116.18	WFDC3	chr20	45747944	45791932	4	chr20	45738844	45739247	15244	True	True	4.2356e-10	4.2356e-10	3.9375e-01	6.0350e-02	3.4026e-06
666	Lung	ENSG00000100058.12	CRYBB2P1	chr22	25448105	25520854	4	chr22	25456733	25456933	16274	True	True	1.6759e-09	1.6759e-09	2.6507e-01	4.3165e-02	3.4993e-06
667	Lung	ENSG00000124116.18	WFDC3	chr20	45747944	45791932	4	chr20	45738844	45739247	15244	True	True	1.6705e-09	1.6705e-09	2.6307e-01	4.2847e-02	3.4993e-06
668	Artery_Tibial	ENSG00000101457.12	DNTTIP1	chr20	45791937	45811427	4	chr20	45738844	45739247	15244	True	True	1.5118e-09	1.5118e-09	2.4734e-01	4.0267e-02	3.5084e-06
669	Breast_Mammary_Tissue	ENSG00000188818.12	ZDHHC11	chr5	795606	850986	14	chr5	764827	765401	20384	True	True	2.7034e-10	2.7034e-10	3.1543e-01	4.8616e-02	3.6488e-06
670	Brain_Frontal_Cortex_BA9	ENSG00000224769.1	MUC20P1	chr3	195614947	195620233	5	chr3	195717039	195717263	18365	True	True	1.8457e-10	1.8457e-10	4.6163e-01	6.8036e-02	3.7749e-06
671	Colon_Sigmoid	ENSG00000143631.10	FLG	chr1	152302175	152325203	2	chr1	152213243	152221044	1143	True	True	1.5969e-09	1.5969e-09	-3.3315e-01	5.3552e-02	3.7758e-06
672	Artery_Aorta	ENSG00000188818.12	ZDHHC11	chr5	795606	850986	14	chr5	764827	765401	20384	True	True	2.5487e-10	2.5487e-10	3.1906e-01	4.9072e-02	3.8941e-06
673	Thyroid	ENSG00000032742.17	IFT88	chr13	20567069	20691437	2	chr13	20550539	20550640	6323	True	True	4.0393e-09	4.0393e-09	-2.4426e-01	4.0868e-02	3.9227e-06
674	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000207650.1	MIR570	chr3	195699401	195699497	4	chr3	195712742	195714439	18364	True	True	1.7738e-09	1.7738e-09	2.6392e-01	4.3050e-02	3.9891e-06
675	Esophagus_Muscularis	ENSG00000113303.11	BTNL8	chr5	180899077	180950906	9	chr5	180986484	180986608	21968	True	True	5.4769e-10	5.4769e-10	2.8350e-01	4.4712e-02	4.0325e-06
676	Adipose_Visceral_Omentum	ENSG00000249378.5	LINC01060	chr4	188400736	188681051	17	chr4	188444850	188449186	20251	True	True	3.3526e-10	3.3526e-10	2.8836e-01	4.4889e-02	4.1290e-06
677	Brain_Cortex	ENSG00000283426.1	RP11-141C7.2	chr3	195701618	195711643	4	chr3	195717039	195717263	18365	True	True	5.1164e-10	5.1164e-10	4.2053e-01	6.4315e-02	4.2108e-06
678	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000283426.1	RP11-141C7.2	chr3	195701618	195711643	4	chr3	195717039	195717263	18365	True	True	2.5818e-10	2.5818e-10	4.2900e-01	6.4358e-02	4.2468e-06
679	Artery_Tibial	ENSG00000168528.11	SERINC2	chr1	31409565	31434680	3	chr1	31431747	31432230	461	True	True	2.5825e-09	2.5825e-09	-2.4680e-01	4.0769e-02	4.3628e-06
680	Pituitary	ENSG00000229178.1	AC069513.4	chr3	195655565	195657927	4	chr3	195717039	195717263	18365	True	True	5.9935e-10	5.9935e-10	3.9215e-01	6.0656e-02	4.4136e-06
681	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000271662.1	RP11-141C7.3	chr3	195650146	195651472	5	chr3	195717039	195717263	18365	True	True	2.6963e-10	2.6963e-10	4.2859e-01	6.4372e-02	4.6198e-06
682	Adipose_Visceral_Omentum	ENSG00000196151.10	WDSUB1	chr2	159235793	159286799	1	chr2	159237781	159237871	14024	True	True	7.0561e-09	7.0561e-09	2.6524e-01	4.4955e-02	4.9356e-06
683	Testis	ENSG00000251310.1	RP11-706F1.1	chr4	189193100	189204877	11	chr4	189232787	189235506	20287	True	True	5.3966e-10	5.3966e-10	-3.4635e-01	5.3982e-02	5.0055e-06
